,context_sentence,pair_ID,is_in_train,name,output_name,score
86,MASK,43,0,Walter J. Wessels,Walter J . Wes ##sel,0.993068516254425
87,MASK,43,1,Khalid Boulami,Khalid Bo ##ula ##mi,0.9171822667121887
88,MASK,44,0,William Rossiter,William Rossi ##ter,0.9853851795196533
89,MASK,44,1,Danie van Schalkwyk,Dani ##e van Sc ##hal ##k ##wy,0.979402482509613
90,MASK,45,0,Heinrich Gertenbach,Heinrich G ##ert ##enbach,0.9964960217475891
91,MASK,45,1,Jim Grabb,Jim G ##rab ##b,0.9645429849624634
92,MASK,46,0,Seyed A R Mousavi,A R Mo ##usa,0.9557110071182251
93,MASK,46,1,Newt Gingrich,New ##t G ##ing ##rich,0.9803926348686218
94,MASK,47,0,Jürgen Möller,J ##ü ##rgen M ##ö ##ller,0.9758091568946838
95,MASK,47,1,Svetlana Masterkova,S ##vet ##lana Master ##kova,0.957802951335907
96,MASK,48,0,Albert Magnin,Albert Ma ##gni,0.9996328353881836
97,MASK,48,1,Tristan Hoffman,Tristan Hoffman,0.9996830224990845
98,MASK,49,0,Francisco de Paula Tarín,Francisco de Paula Ta ##r,0.9839929342269897
99,MASK,49,1,Derrick Adkins,Derrick Ad ##kins,0.999666690826416
100,MASK,50,0,Narbal Fontes,Na ##rb ##al F ##onte,0.9111288189888
101,MASK,50,1,Michael Doohan,Michael Doo ##han,0.9961678981781006
102,MASK,51,0,Joseph Albrecht Erzherzog von Österreich,Joseph Al ##brecht E ##rz ##her ##zo ##g von Ö ##ster ##re ##ich,0.8689519166946411
103,MASK,51,1,Edvard Grieg,Ed ##vard G ##rie ##g,0.9296265840530396
104,MASK,52,0,Colin Makgill Smith,Colin Ma ##k ##gill Smith,0.9682976007461548
105,MASK,52,1,Anis Ahmed,An ##is Ahmed,0.9488968253135681
106,MASK,53,0,Tadeusz Wróbel,Tad ##eus ##z W ##r ##ó,0.9480376839637756
107,MASK,53,1,Mika Salo,Mi ##ka Sal ##o,0.8812357187271118
108,MASK,54,0,Brad Diller,Brad Di ##ller,0.9996941685676575
109,MASK,54,1,Rafiqul Islam,Ra ##fi ##q ##ul Islam,0.9745215177536011
110,MASK,55,0,Christel Dagher,Christ ##el Da ##gh ##er,0.9484233856201172
111,MASK,55,1,Joey Hamilton,Joey Hamilton,0.999691367149353
112,MASK,56,0,Borja Belda Palazón,Bo ##r ##ja Bel ##da Pa ##la ##z ##ón,0.865993857383728
113,MASK,56,1,Moin Khan,Mo ##in Khan,0.9897661209106445
114,MASK,57,0,Rene Vidal,Rene V ##idal,0.9995731711387634
115,MASK,57,1,Grant Flower,Grant Flower,0.9994111061096191
116,MASK,58,0,James Fenelon,James Fen ##elo ##n,0.9063712358474731
117,MASK,58,1,Justin Marshall,Justin Marshall,0.9996499419212341
118,MASK,59,0,Else Föry-Ostheber,El ##se F ##ry O ##st ##he ##ber,0.7542463541030884
119,MASK,59,1,Ludmila Engquist,Lu ##d ##mi ##la En ##g ##quist,0.9037033915519714
120,MASK,60,0,Gary Hooker,Gary Hooker,0.999669075012207
121,MASK,60,1,Kevin Brown,Kevin Brown,0.999595046043396
122,MASK,61,0,Henri Bergmann,Henri Bergman,0.9996893405914307
123,MASK,61,1,Lajos Horvath,La ##jos Ho ##rva ##th,0.9843515157699585
124,MASK,62,0,Patrick Paroubek,Patrick Pa ##rou ##bek,0.9959582686424255
125,MASK,62,1,Jordi Cruyff,Jo ##rdi C ##ru ##y,0.9955571293830872
126,MASK,63,0,Mike Olscamp,Mike O ##ls ##cam,0.999434769153595
127,MASK,63,1,Dave Nilsson,Dave Ni ##lsson,0.9997168183326721
128,MASK,64,0,Catherine A Marco,Catherine A Marco,0.9947066903114319
129,MASK,64,1,Craig Evans,Craig Evans,0.9997117519378662
130,MASK,65,0,Joseph de  Diesbach,Joseph de Die ##s ##bach,0.9528719186782837
131,MASK,65,1,Amanda Coetzer,Amanda Co ##et ##zer,0.9992996454238892
132,MASK,66,0,Lora Webb Nichols,Lo ##ra Webb Nichols,0.9567450284957886
133,MASK,66,1,David Coulthard,David Co ##ult ##hard,0.9996086955070496
134,MASK,67,0,Michael Perret,Michael Per ##ret,0.9991970062255859
135,MASK,67,1,Rita Grande,Rita Grande,0.9991220235824585
136,MASK,68,0,Victor Mikhailovich Petrogradsky,Victor Mikhail ##ovich Pet ##rog ##rad,0.9816269874572754
137,MASK,68,1,Shay Given,Shay Given,0.9670208096504211
138,MASK,69,0,Emil Otto Grundmann,Emil Otto G ##run ##dman,0.9917165040969849
139,MASK,69,1,Zinzan Brooke,Z ##in ##zan Brooke,0.8759503960609436
140,MASK,70,0,Wilfried Möckel,W ##il ##fried M ##ö ##cke,0.9112178683280945
141,MASK,70,1,Ana Fidelia Quirot,Ana Fi ##del ##ia Q ##ui ##rot,0.9309733510017395
142,MASK,71,0,Teresa Vinyoles Vidal,Teresa Vin ##yo ##les V ##idal,0.9910709857940674
143,MASK,71,1,Andrei Pavel,Andrei Pavel,0.9995462894439697
144,MASK,72,0,Matthiew Gingold,Matt ##hi ##ew G ##ing ##old,0.9709449410438538
145,MASK,72,1,Paul Newlove,Paul New ##love,0.9994818568229675
146,MASK,73,0,M A Adams,M A Adams,0.8022336363792419
147,MASK,73,1,Lisa Raymond,Lisa Raymond,0.9988354444503784
148,MASK,74,0,Carol Fryer,Carol Fry,0.9997738003730774
149,MASK,74,1,Bill Birch,Bill Birch,0.9997662305831909
150,MASK,75,0,Ali Raymer,Ali Ray,0.9997895956039429
151,MASK,75,1,Stephen Field,Stephen Field,0.9996914863586426
152,MASK,76,0,Duchess of Santángelo,Sant ##án ##gel ##o,0.7712922096252441
153,MASK,76,1,David Harding,David Harding,0.9996867179870605
154,MASK,77,0,Nel Goedhart,N ##el Go ##ed,0.8962520360946655
155,MASK,77,1,John Newcombe,John New ##combe,0.9996533989906311
156,MASK,78,0,Tobias Mittermayer,Tobias Mi ##tter ##ma ##yer,0.9994476437568665
157,MASK,78,1,Sam Nelson,Sam Nelson,0.9996970295906067
158,MASK,79,0,Reinhard Kiauka,Re ##in ##hard Ki ##au,0.9716815948486328
159,MASK,79,1,Lewis Martin,Lewis Martin,0.9996297955513
160,MASK,80,0,Jabaal Sheard,J ##aba ##al Shea ##rd,0.9086926579475403
161,MASK,80,1,Eugen Voica,E ##ugen V ##oi ##ca,0.997176468372345
162,MASK,81,0,Sam Longmire,Sam Long ##mir,0.9996371269226074
163,MASK,81,1,David Sesa,David Se ##sa,0.9995375275611877
164,MASK,82,0,Raymond Revellin-Clerc,Raymond Rev ##elli ##n C,0.9984477758407593
165,MASK,82,1,Graeme Obree,Graeme O ##bre,0.999636173248291
166,MASK,83,0,Xiaohu Zhao,Xiao ##hu Zhao,0.9298298358917236
167,MASK,83,1,Sheu Yuan-dong,She ##u Yuan,0.9843568801879883
168,MASK,84,0,Martin van Zyl,Martin van Z ##yl,0.9944760799407959
169,MASK,84,1,Peter Blackburn,Peter Blackburn,0.9997071027755737
170,MASK,85,0,F. A. Robinson,F A . Robinson,0.6751384139060974
171,MASK,85,1,Scott Randall,Scott Randall,0.9996795654296875
172,MASK,86,0,Pratheeksha G Pradeep,P ##rat ##hee ##ks G P ##rade,0.5920632481575012
173,MASK,86,1,Arthur Levitt,Arthur Levi ##tt,0.990638792514801
174,MASK,87,0,Hajime Kimizuka,Ha ##ji ##me Kim ##iz ##uka,0.9698378443717957
175,MASK,87,1,Faustino Asprilla,Faust ##ino As ##p ##rilla,0.838487446308136
176,MASK,88,0,Konrad IV von Oettingen,Konrad IV von O ##etti ##nge,0.8404130339622498
177,MASK,88,1,Charles Austin,Charles Austin,0.999000608921051
178,MASK,89,0,Sano Naoyoshi,San ##o Na ##oy ##oshi,0.8661486506462097
179,MASK,89,1,Merlene Ottey,Me ##rlene O ##tte,0.988625705242157
180,MASK,90,0,Somayeh Sojoudi,So ##ma ##yeh So ##jou ##di,0.8949424624443054
181,MASK,90,1,Stefan Reuter,Stefan Re ##uter,0.9983904957771301
182,MASK,91,0,Helmuth Schaller,Helmut ##h Sc ##hall ##er,0.8429206609725952
183,MASK,91,1,Joe Carter,Joe Carter,0.9997117519378662
184,MASK,92,0,Philipp Jakob Bauer,Philipp Jakob Bauer,0.9991617202758789
185,MASK,92,1,Heike Drechsler,He ##ike Dr ##ech ##sler,0.9989209175109863
186,MASK,93,0,Fernando M Dos Santos,Fernando M Do ##s Santos,0.998012363910675
187,MASK,93,1,Franka Dietzsch,Frank ##a Diet ##z ##sch,0.9132195711135864
188,MASK,94,0,S. D. Holdsworth,S . D . Hold ##sworth,0.9038792252540588
189,MASK,94,1,Andrea Collinelli,Andrea Collin ##elli,0.9973562359809875
190,MASK,95,0,Sunde Yilmaz Süslüer,Sun ##de Yi ##lma ##z S ##ü,0.7842442393302917
191,MASK,95,1,Georges Simenon,Georges Si ##men ##on,0.9519861340522766
192,MASK,96,0,Lilian Caroline Georgiana Clay,Lil ##ian Caroline Georgian ##a Clay,0.8922054171562195
193,MASK,96,1,Brian Gilbertson,Brian Gilbert ##son,0.9952244162559509
194,MASK,97,0,Douglas Stuart McLay,Douglas Stuart M ##c ##L ##ay,0.9876263737678528
195,MASK,97,1,Jason Wong,Jason Wong,0.9997142553329468
196,MASK,98,0,Wing Ho Man,ND,ND
197,MASK,98,1,Phillip DeFreitas,Phillip De ##F ##re ##itas,0.8750628232955933
198,MASK,99,0,Antonio Jaques Díaz de la Quintana,Antonio J ##aque ##s Díaz de la Q ##uin ##tana,0.980512797832489
199,MASK,99,1,Thabo Mbeki,T ##hab ##o M ##bek,0.9653676152229309
200,MASK,100,0,Julien Klimmt,Julien K ##lim ##m,0.9995415210723877
201,MASK,100,1,Andrei Olhovskiy,Andrei O ##l ##hov ##ski,0.9887651205062866
202,MASK,101,0,Helena Kjöllerström,Helena K ##j ##ö ##llers ##tröm,0.9366474151611328
203,MASK,101,1,Mike Piazza,Mike Pi ##azza,0.9996397495269775
204,MASK,102,0,Gottfried Schafbuch,Got ##t ##fried Sc ##ha ##f ##bu,0.8527867197990417
205,MASK,102,1,Shane Kelly,Shane Kelly,0.9992917776107788
206,MASK,103,0,Dominique Corbiau,Dominique Co ##rb ##ia,0.9913372993469238
207,MASK,103,1,Nicole Arendt,Nicole Aren ##dt,0.9946608543395996
208,MASK,104,0,Charles Samuel Baxter,Charles Samuel Baxter,0.9976596236228943
209,MASK,104,1,Jacqueline Martin,Jacqueline Martin,0.9994076490402222
210,MASK,105,0,Gottfried Knöfler,Got ##t ##fried K ##n ##ö,0.8978752493858337
211,MASK,105,1,Hristo Stoichkov,H ##risto St ##oi ##ch ##kov,0.9648681282997131
212,MASK,106,0,Zheng Yixin,Zheng Yi ##xin,0.9993867874145508
213,MASK,106,1,Hubert Grossard,Hubert Gross,0.9996976852416992
214,MASK,107,0,Joachim Roecker,Joachim Roe ##cker,0.9988903999328613
215,MASK,107,1,Naoko Kijimuta,Na ##oko Ki ##ji ##mu,0.9876940846443176
216,MASK,108,0,Geoffrey Hardman,Geoffrey Hard ##man,0.865936279296875
217,MASK,108,1,"""Keith ONeill""",Keith ON ##eil,0.997814416885376
218,MASK,109,0,Étienne Brossard,Étienne Bros ##sar,0.9986352920532227
219,MASK,109,1,Franz Fischler,Franz Fi ##sch ##ler,0.9943660497665405
220,MASK,110,0,Michael Neenan,Michael N ##een,0.9996588826179504
221,MASK,110,1,Dave McPherson,Dave McPherson,0.9997330904006958
222,MASK,111,0,Celso Fernández,Ce ##ls ##o Fernández,0.9538830518722534
223,MASK,111,1,Niclas Fasth,Ni ##c ##las Fast,0.9594128131866455
224,MASK,112,0,Jeri Edwards,Je ##ri Edwards,0.9983362555503845
225,MASK,112,1,Markus Feldhoff,Markus Fe ##ld ##hoff,0.9990226030349731
226,MASK,113,0,Viktor Kashin,Viktor Ka ##shin,0.9907999634742737
227,MASK,113,1,Louis Freeh,Louis Free ##h,0.9048891067504883
228,MASK,114,0,Joyce Lonergan,Joyce Lone ##rgan,0.9957451820373535
229,MASK,114,1,Marty Jemison,Marty Je ##mis ##on,0.9583956599235535
230,MASK,115,0,Helene Lintemer,Helen ##e Lin ##tem ##er,0.9113483428955078
231,MASK,115,1,Zeng Yaqiong,Zen ##g Ya ##qi,0.9733833074569702
232,MASK,116,0,Gabriele Helga Franke,Gabriel ##e He ##l ##ga Frank,0.9852375388145447
233,MASK,116,1,Gary Breen,Gary Bree,0.9997818470001221
234,MASK,117,0,Kate Adriaensen,Kate Ad ##ria ##ense,0.9992058277130127
235,MASK,117,1,Sandra Cecchini,Sandra Ce ##cchi,0.9995984435081482
236,MASK,118,0,Christine M Hunt,Christine M Hunt,0.9950366616249084
237,MASK,118,1,Steve Finley,Steve Fin ##ley,0.9961218237876892
238,MASK,119,0,Zharko Daniloski,Z ##har ##ko Dani ##los,0.9713541269302368
239,MASK,119,1,Marc Dutroux,Marc Du ##tro ##ux,0.9993883967399597
240,MASK,120,0,Adam Bogdanove,Adam Bo ##g ##dan,0.9198362827301025
241,MASK,120,1,Guy Whittall,Guy W ##hit ##tal,0.9995889067649841
242,MASK,121,0,Leslie Butler,Leslie Butler,0.9997144937515259
243,MASK,121,1,Andy Etchebarren,Andy E ##tch ##eb ##ar,0.9520243406295776
244,MASK,122,0,Pierre Levesy,Pierre Lev ##es,0.9992551207542419
245,MASK,122,1,Julien Bonetat,Julien Bone ##tat,0.8553528785705566
246,MASK,123,0,N.A.P. Franken,N A P Frank,0.7090233564376831
247,MASK,123,1,Napoleon III,Napoleon,0.9662644267082214
248,MASK,124,0,Woldemar Karl Pussul,W ##old ##r Karl P ##uss ##ul,0.845454216003418
249,MASK,124,1,Alan Lovell,Alan Love ##ll,0.9884009957313538
250,MASK,125,0,Guido Meda,Guido Me ##da,0.996952474117279
251,MASK,125,1,Brigita Bukovec,B ##rig ##ita B ##uk ##ove,0.9647650122642517
252,MASK,126,0,Thorfinnur Omarsson,Thor ##fin ##nu ##r Omar ##sson,0.9433770775794983
253,MASK,126,1,David Brabham,David B ##rab ##ham,0.9990410804748535
254,MASK,127,0,Jukka Siren,Ju ##kka Sir,0.9474375247955322
255,MASK,127,1,Raymond Atteveld,Raymond At ##te ##vel,0.9560539126396179
256,MASK,128,0,Dora Lai Wan Kwong,Dora Lai Wan K ##won,0.9028787612915039
257,MASK,128,1,Mariano Juan,Mariano Juan,0.9988446235656738
258,MASK,129,0,Mathieu Perrin-Terrin,Math ##ieu Per ##rin Te ##rri,0.957085907459259
259,MASK,129,1,Gianni Bugno,G ##ian ##ni B ##ug ##no,0.8196077942848206
260,MASK,130,0,Katrien Rubbens,Kat ##rien R ##ub ##ben,0.8923383951187134
261,MASK,130,1,Ali Shah,Ali Shah,0.999687910079956
262,MASK,131,0,Martina Dippon,Martina Di ##pp,0.9995644092559814
263,MASK,131,1,Kyle Abbott,Kyle Abbott,0.9995520114898682
264,MASK,132,0,Birgit Jaenicke,B ##ir ##git J ##aen ##ick,0.9705031514167786
265,MASK,132,1,Clarence Seedorf,Clarence See ##dorf,0.9952147603034973
266,MASK,133,0,Silvana M. Baraldi-Artoni,Silva ##na M . Bar ##ald ##i Art ##oni,0.894214928150177
267,MASK,133,1,Colin Jackson,Colin Jackson,0.9997259378433228
268,MASK,134,0,Peter Eton,Peter Eton,0.9991145730018616
269,MASK,134,1,Frank Nobilo,Frank No ##bil ##o,0.9806444644927979
270,MASK,135,0,Nicola Giampietro,Nicola G ##iam ##pie ##tro,0.9865444898605347
271,MASK,135,1,Gillian Russell,Gillian Russell,0.9996762871742249
272,MASK,136,0,David Griffith Cunningham Owens,David Griffith Cunningham Owens,0.9946140646934509
273,MASK,136,1,Pedro Lamy,Pedro Lam,0.9997894763946533
274,MASK,137,0,Drinchen Sengé Zangpo,Dr ##in ##chen Sen ##gé Z ##ang,0.9158111214637756
275,MASK,137,1,Toomas Savi,Too ##mas Sa ##vi,0.9310308694839478
276,MASK,138,0,Bennett G. Novitch,Bennett G . Novi ##tch,0.906387448310852
277,MASK,138,1,Dimas Teixeira,Di ##mas Te ##ix ##eira,0.971969723701477
278,MASK,139,0,Masanobu Izumi,Ma ##san ##ob ##u I ##zu,0.9026218056678772
279,MASK,139,1,Yasushi Akashi,Ya ##sus ##hi A ##kas,0.9673539400100708
280,MASK,140,0,Djavan da Silva Ferreira,D ##ja ##van da Silva Fe ##rre ##ira,0.7923399209976196
281,MASK,140,1,Barry Lane,Barry Lane,0.9994635581970215
282,MASK,141,0,Bill Ricca,Bill R ##ic ##ca,0.9993818998336792
283,MASK,141,1,Umberto Bossi,Um ##berto Boss,0.8924835324287415
284,MASK,142,0,Rayhan Febrian,Ray ##han Feb,0.9173579216003418
285,MASK,142,1,Johan Boonen,Johan Boone,0.9996774792671204
286,MASK,143,0,Peng-Jun Zhang,Pen Jun Zhang,0.8384323120117188
287,MASK,143,1,Gilbert Schaller,Gilbert Sc ##hall,0.9997386932373047
288,MASK,144,0,Vera Knauper,Vera K ##na ##upe,0.9951233267784119
289,MASK,144,1,Craig MacLean,Craig Mac ##L ##ean,0.9995299577713013
290,MASK,145,0,J. F. van Baaren,J . F . van Ba ##are,0.937567412853241
291,MASK,145,1,Dean Headley,Dean Head ##ley,0.9983910918235779
292,MASK,146,0,Zhiqiang Weng,Z ##hi ##qi ##ang Wen,0.7271941304206848
293,MASK,146,1,Jean Alesi,Jean Al ##esi,0.9996548295021057
294,MASK,147,0,Irene Heyroth,Irene Hey ##roth,0.9632461667060852
295,MASK,147,1,Sven Pieters,Sven Pieter,0.9996575713157654
296,MASK,148,0,Raphael Pousa,Raphael Po ##usa,0.999528706073761
297,MASK,148,1,Ken Hill,Ken Hill,0.99970543384552
298,MASK,149,0,Gazzola Muti Alberto,G ##az ##zo Mu ##ti Alberto,0.8191291689872742
299,MASK,149,1,Malcolm Marshall,Malcolm Marshall,0.9995055198669434
300,MASK,150,0,Tuhin Mistry,Tu ##hin Mi,0.8313601613044739
301,MASK,150,1,Steve McManaman,Steve M ##c ##M ##ana,0.9898109436035156
302,MASK,151,0,Lenny Nadriana,Lenny Na ##dr,0.9209955334663391
303,MASK,151,1,Derek Jeter,Derek Jet,0.999727189540863
304,MASK,152,0,Billy Bischoff,Billy B ##isch ##off,0.9115475416183472
305,MASK,152,1,Rick Huisman,Rick Hui ##sman,0.9976138472557068
306,MASK,153,0,Angela Paula Simonelli,Angela Paula Simone,0.9993972778320312
307,MASK,153,1,Ian Salisbury,Ian Salisbury,0.9997144937515259
308,MASK,154,0,Roger Loutwardin,Roger Lou ##t ##ward,0.9963306784629822
309,MASK,154,1,Fabio Baldato,F ##abi ##o Ba ##lda ##to,0.891969621181488
310,MASK,155,0,Tanja Betz,Tan ##ja Bet ##z,0.7940537333488464
311,MASK,155,1,Moshe Sabag,Mo ##she Sa ##bag,0.9983105063438416
312,MASK,156,0,Ulrike Jeßner,U ##l ##rik ##e Je ##ß,0.8874122500419617
313,MASK,156,1,Asanka Gurusinha,As ##an ##ka Guru ##sin ##ha,0.7980238795280457
314,MASK,157,0,Kiril Kolikov,Ki ##ril Ko ##lik ##ov,0.8962653279304504
315,MASK,157,1,Nancy Reagan,Nancy Reagan,0.9991000890731812
316,MASK,158,0,Ana M Castilla,Ana M Cast ##illa,0.9389595985412598
317,MASK,158,1,Chryste Gaines,Ch ##ry ##ste G ##aines,0.9945680499076843
318,MASK,159,0,Mira Kasslin,Mira Ka ##ss,0.9992876052856445
319,MASK,159,1,Juan Castro,Juan Castro,0.9996236562728882
320,MASK,160,0,Liis Lemsalu,Li ##is Le ##ms ##al,0.9900062680244446
321,MASK,160,1,Ruxandra Dragomir,R ##ux ##andra Dr ##ago ##mir,0.9520036578178406
322,MASK,161,0,Arbnora Azizi,A ##rb ##nor ##a Aziz,0.8409132957458496
323,MASK,161,1,Dave Richardson,Dave Richardson,0.9997519254684448
324,MASK,162,0,Jordan Mirocha,Jordan Mir ##och,0.9995834827423096
325,MASK,162,1,Klimis Alexandrou,K ##lim ##is Alex ##and ##rou,0.9233744740486145
326,MASK,163,0,Shun Yi Feng,Shu ##n Yi Feng,0.8308175802230835
327,MASK,163,1,Steve Brown,Steve Brown,0.9996680021286011
328,MASK,164,0,José Fermin Echeverria UrretaVizcaya,José Fe ##rm ##in E ##chev ##er ##ria U ##rre ##ta ##V ##iz ##ca ##ya,0.8888543248176575
329,MASK,164,1,Jean-Michel Monin,Jean Michel Mon,0.9620952606201172
330,MASK,165,0,Smaïl Khaled,S ##ma ##ï ##l K ##hale,0.8547946810722351
331,MASK,165,1,Ottavio Palladini,O ##tta ##vio Pa ##lla ##din,0.9867051243782043
